elevation,latitude,longitude,location,slope,rainfall,min_temperature_c,max_temperature_c,ave_temps,soil_fertility,soil_type,ph,pollution_level,crop_type,standard_yield
654.80963,-6.637460310067107,-2.339858896739144,2,13.94029,1000.2,-4.4,33.6,14.6,0.61,3,6.022460296607642,0.5807124621785628,1,0.5325754904910937
504.42505,-2.379580203650613,-7.601248616941171,3,3.906222,335.3,-6.4,32.6,13.1,0.53,0,5.429211595035307,0.057291111421635,7,0.5994864854335693
775.58325,-4.920791187797599,-5.245335240515091,3,21.290752,532.0,-3.8,27.9,12.05,0.6,3,5.57051720658467,0.29888030875511,4,0.613091072160628
843.27203,-7.164626418480577,-7.794947039859568,0,11.813544,1151.4,-2.6,31.0,14.2,0.62,3,5.47845099313304,0.106180852275285,1,0.5952821778417003
690.64,-8.40819775114825,-4.195760065166571,2,4.2353106,1276.0,-3.9,29.3,12.7,0.6,5,4.615958553064251,0.0288949318635394,6,0.7257991230407969
525.38104,-2.465188375102373,-5.186775252190925,3,6.8092437,298.6,-6.3,33.8,13.749999999999998,0.54,0,6.45310470389543,0.1925625238013928,4,0.5423214402741512
792.5747,-3.276213157276944,-7.335476362239185,3,27.644611,613.9,-3.5,32.2,14.35,0.62,3,5.842696857274482,0.1053246405317907,4,0.6363821540942554
751.3648,-2.9563089376414187,-0.9434284059320988,3,3.2867026,1298.6,-3.3,29.8,13.25,0.6,5,4.048841634381799,0.3127831326137988,6,0.5809065998107477
445.4456,-9.30483070477458,-6.930061058456494,0,5.848148,1350.4,-6.0,33.4,13.7,0.61,1,4.70362872997462,0.0381556700012184,1,0.4084862944180235
741.3757,-4.65044959373941,-6.168781210242331,3,7.026868,484.6,-4.1,28.9,12.4,0.55,3,6.082514706919965,0.2923536827499024,7,0.5462416332613143
521.39185,-9.277796545368762,-5.407501362028168,2,5.194681,1367.4,-5.3,31.9,13.3,0.61,1,5.472009097039224,0.0487464424977198,1,0.5034733460108891
680.9076,-6.164362520465273,-7.511156327211684,1,8.412227,706.5,-4.5,31.0,13.25,0.57,3,6.13494184648618,0.4689934224817029,7,0.4952584781462995
717.9738,-4.416153545555645,-2.303821980847349,3,4.5158725,909.5,-3.9,29.9,13.0,0.57,3,5.959237557338291,0.4491094339024725,7,0.4596304730996389
713.8158,-2.339028964541886,-7.421064037482197,3,17.381775,534.8,-4.3,30.5,13.1,0.59,3,5.282325164776294,0.0821317250552345,4,0.6285708365573177
891.7427,-1.338765066526582,-1.7857913149027995,3,4.546448,1414.4,-1.9000000000000004,29.0,13.55,0.61,5,4.186967881002033,0.0509331463027407,6,0.5947955427038716
700.91864,-3.316764396385672,-4.646221513814004,3,11.447326,511.2,-4.5,27.4,11.45,0.57,3,5.2017577883056365,0.1676238872554245,7,0.4672411389555618
572.3282,-9.435495808569373,-2.560585006576386,2,4.282469,1632.1,-4.6,33.8,14.599999999999998,0.63,4,6.767187005321462,0.0404663132393637,0,0.4442917936358455
550.40393,-7.024949928217179,-1.2182098896070337,4,21.226728,1144.1,-5.3,30.9,12.8,0.64,0,4.68058962336393,0.7127589134155362,7,0.3758106444923771
659.6165,-8.471277456428496,-4.686763044192274,2,0.80738175,1237.5,-4.2,31.8,13.8,0.59,5,5.992704326729788,0.1140972485431574,7,0.5462861363472602
386.93896,-12.057809270933816,-8.997679107748214,0,4.1579146,1885.8,-5.9,33.3,13.7,0.65,4,7.028415322707853,0.0415583410577925,0,0.4414329574340316
751.4212,-7.615195741910893,-7.763414738454247,0,8.986146,1183.5,-3.4000000000000004,30.8,13.7,0.61,3,6.134573074742628,0.0591743280322812,1,0.5703467571688977
638.4356,-8.15137323679297,-5.988596630783357,2,2.4603343,1093.8,-4.5,29.8,12.65,0.58,3,4.911920667760945,0.306816464301071,7,0.3606024251720835
255.68433,-11.701859505423863,-6.164276595755856,2,22.052572,1667.3,-7.5,33.1,12.8,0.69,4,6.471624731127146,0.0069746063404251,5,0.559082547694878
562.1472,-7.953122734483631,-2.2227389200908103,4,24.619905,1200.3,-5.3,31.8,13.25,0.66,0,4.649273584598177,0.262476573210417,6,0.6774334100731749
779.9252,-10.22849781780673,0.3764236386048822,4,3.3992305,2219.5,-2.2,30.6,14.2,0.67,5,4.41686239209466,0.3353835992412022,6,0.6554843802369908
805.97516,-4.335051067338188,-0.8848684176079324,3,4.799029,1284.1,-2.8,29.2,13.2,0.6,5,5.829746889672065,0.8005345089911302,2,0.3220424583247598
673.3514,-9.81847973348514,-1.5425421326331856,4,8.904864,1927.1,-3.4000000000000004,30.3,13.45,0.67,5,4.85711097685568,0.1418049757610968,6,0.8618020927802597
493.53882,-0.3159727023397636,-3.1056433594397808,3,8.672898,690.4,-6.2,34.1,13.95,0.57,0,6.766205917784029,0.0048716138507293,7,0.7214753323047243
538.19745,-7.326831374915491,-1.254246805498828,4,12.456426,1187.9,-5.3,32.0,13.35,0.62,0,6.045768938148034,0.6066086270989894,7,0.5157635243598878
544.6548,-1.1990885762631844,-3.925483195978111,3,9.845885,532.3,-5.9,33.4,13.75,0.56,0,4.998228750306571,0.0265708749447491,3,0.5458369343715437
965.42365,-4.434176318492858,-3.6326832543572793,3,7.6869597,903.7,-1.6999999999999993,27.1,12.7,0.58,2,6.116802548281348,0.2085764475977201,7,0.6167830039125887
809.51984,-4.064709473279997,-1.0335206956615857,3,14.039279,1275.4,-2.8,31.0,14.1,0.63,5,4.096503703770193,0.7403902194590921,6,0.3923312141677454
379.92014,-9.994201769622965,-3.934492424951059,2,5.2726903,1492.5,-6.5,33.0,13.25,0.62,4,5.915457225251797,0.0650652054672004,7,0.4944195232544774
813.8458,-4.898262721626084,-5.5561536400818206,3,29.738115,562.4,-3.4000000000000004,30.3,13.45,0.63,3,6.060544019610835,0.3044480470669112,3,0.5359018625310146
723.12756,-9.660780470284532,-0.5560315600953059,4,4.783915,2010.9,-2.9000000000000004,30.5,13.8,0.66,5,5.792302604657708,0.2413431407575147,0,0.6699756665144051
410.50626,-10.94039734882663,-8.934614504937574,0,4.675606,1846.7,-5.9,30.2,12.15,0.65,4,5.926181828355334,0.0764138193525744,0,0.5295908172953072
792.6537,-3.163570826419365,-2.835366490251321,3,28.081358,928.5,-3.3,31.2,13.95,0.65,3,5.102047962507783,0.3873496942586942,4,0.5432340272471723
396.00775,-0.4781776587746762,-4.425495403976762,3,6.379792,279.0,-7.5,32.4,12.45,0.53,0,5.319849778854642,0.0041822566814976,7,0.5689642433518015
909.26044,-1.4333846244469477,-1.862369761172864,3,9.121588,1405.4,-1.8000000000000007,31.0,14.6,0.63,5,5.366401241443922,0.0631286759594055,2,0.4476482315075067
383.46628,-11.08007383909003,-8.628300719857318,0,6.539067,1822.5,-6.1,31.0,12.45,0.65,4,6.569699633406715,0.1649404955306821,7,0.4998213549665836
717.6414,-2.645416104474501,-3.2002402636557425,3,10.938603,799.1,-4.1,33.4,14.65,0.59,3,5.499808143591797,0.300350270999493,7,0.4560198144042096
709.2452,-10.49883941186492,-0.5199946442035108,4,1.2624784,2156.5,-2.9000000000000004,30.9,14.0,0.66,5,5.578641561097856,0.3398972967475686,2,0.6321103836489375
603.7494,-8.894812620452992,-3.3804248431147155,2,4.3008165,1419.2,-4.5,28.6,12.05,0.61,1,4.411738198801234,0.0118010522910804,1,0.3564389721288213
459.53207,-14.70715689270408,-7.020153348185981,2,2.867474,1277.1,-6.0,33.2,13.6,0.6,1,4.040777400519723,3.3224900534617905e-10,1,0.3586686126728795
834.7159,-5.182121395387183,-3.587637109492535,3,18.581152,785.0,-3.0,29.2,13.1,0.61,3,6.156581998864892,0.1965308183241032,3,0.5592248114615568
674.2084,-7.817951937454536,-7.240879458023223,0,11.709434,1105.9,-4.2,28.6,12.2,0.61,3,5.218901008218108,0.089423673948881,7,0.4212915358604837
747.4178,-8.570402707583165,-1.1506406723099185,4,1.3789419,1724.8,-2.9000000000000004,28.9,13.0,0.63,5,5.850088552276825,0.1154911311890309,2,0.5842210800816505
344.45914,-11.332392660211006,-6.4750949953225865,2,21.846682,1731.1,-6.6,32.0,12.7,0.69,4,5.2662899339037486,0.0278680502159472,0,0.4186646319138306
545.2032,-0.4060865670258256,-3.002037226250871,3,10.295476,772.7,-5.6,29.1,11.75,0.58,0,6.724823436606546,0.006578449094578,3,0.6639186304943753
585.1891,-5.452462989445372,0.7232789540634064,3,21.96423,1209.0,-4.9,33.6,14.35,0.65,4,6.683805609639423,0.6857799179908268,7,0.4471012915783002
680.9612,-3.0013658699844505,-6.7273534065651495,3,31.381239,445.3,-4.7,33.6,14.45,0.62,3,4.546514888515515,0.2058262698231884,4,0.5085247242858632
507.23108,-7.133086565840455,-1.2407329620394052,4,10.975426,1116.9,-5.7,32.8,13.55,0.61,0,5.534211139346645,0.6790506213426133,0,0.3839907611253736
568.6904,-8.552379934645952,-6.560682670565599,0,17.172949,1192.0,-5.0,32.3,13.65,0.64,0,5.428472229769554,0.1241491550186729,1,0.615747050316112
376.7257,-0.3024556226368542,-4.344412343220224,3,15.336854,269.2,-7.6,32.5,12.45,0.56,0,6.361335077732342,0.0026264430379894,7,0.6774199761631194
776.9175,-9.376921796523431,-2.0425543406318374,4,10.646531,1879.4,-2.5,29.2,13.35,0.67,5,4.168289395561951,0.1341651120291419,6,0.7652318425451037
610.9348,-1.2621682815434276,-6.101211992945216,3,9.278497,353.7,-5.4,30.7,12.65,0.55,0,5.98152616007935,0.1248128843132475,7,0.6797637062487474
744.86566,-4.348568147041098,-0.4569300413928701,3,9.13863,1284.5,-3.4000000000000004,28.1,12.35,0.62,5,4.403427497227362,0.743466972009191,6,0.4754897585174559
826.1083,-2.9157576985326905,-1.5650652050655574,3,5.061548,1258.6,-2.6,26.9,12.15,0.6,5,4.510853471485074,0.3310938358145836,6,0.6046664231256151
683.9345,-14.39626405953716,-6.146258137809959,2,17.144402,1638.1,-3.6,31.8,14.1,0.67,5,4.405833109450071,9.936232696456411e-09,1,0.3458446999836033
736.43884,-3.528531978397922,-0.3488192937174859,3,2.530983,1334.6,-3.4000000000000004,29.1,12.85,0.6,5,5.492035630308211,0.4771280907965269,2,0.4025862656329828
469.52298,-9.23273961302573,-5.511107495217078,2,9.228676,1297.6,-5.9,30.4,12.25,0.62,4,7.274776212229401,0.0552884325692651,7,0.5031711518940261
595.3719,-9.611217844707197,-2.5380619341440145,2,2.0598238,1707.8,-4.3,30.0,12.85,0.63,4,6.14205442062611,0.0701244527140663,2,0.4780651734402877
737.3999,-2.6364047180058936,-2.610135765927604,3,0.5008781,961.7,-3.6,30.8,13.6,0.57,3,5.125496720341652,0.3435218752265914,4,0.5400476066658539
497.6068,-14.022291521089995,-6.736362635538097,2,7.9985347,1564.4,-5.5,31.8,13.15,0.63,4,6.946408342433595,1.9708156638083432e-08,0,0.3921019703143071
764.42444,-4.159329031200365,-1.294788335877097,3,16.099163,1175.5,-3.3,28.9,12.8,0.63,3,4.555199565618687,0.7484946851466435,6,0.3621755291727939
718.968,-8.64699949256632,-0.0064685927454364,4,12.725033,1805.9,-3.2,29.6,13.2,0.67,5,4.510769855932135,0.1208330141371241,6,0.8386119096713955
672.494,-7.18264919141779,-6.168781210242331,2,34.655468,819.1,-4.4,29.2,12.4,0.66,3,5.204323624742162,0.307990667901403,1,0.5124886329279336
636.7583,-7.092535326731726,-2.74076958603536,2,5.922931,999.6,-4.6,32.7,14.05,0.59,0,6.688992314630864,0.3404237408133587,7,0.6529155596040253
680.74854,-7.015938541748572,-0.1731393287449869,4,17.115238,1408.4,-3.8,30.1,13.15,0.65,5,4.142578632442273,0.6917586869825796,1,0.3194774207331116
378.82364,-12.508378594364132,-8.385051537587705,0,13.30753,1822.6,-6.1,29.3,11.6,0.67,4,5.617232128349174,0.0269282867239738,5,0.5961573013002852
686.1873,-8.489300229365707,1.227795776548532,4,7.4993587,1781.0,-3.4000000000000004,30.0,13.3,0.65,5,4.744504820647771,0.0506929348856065,0,0.5168061482109602
459.43204,-9.43099011533507,-5.799402822351436,2,13.164362,1370.1,-5.8,32.7,13.45,0.64,4,5.7107190736135065,0.1029903425201107,1,0.5096981609468569
701.20154,-9.358899023586218,-0.6190961629059462,4,7.184972,1920.5,-3.2,31.6,14.2,0.66,5,4.3410718377205,0.1680045912064568,6,0.8102265886961975
388.1572,-9.87254805229678,-6.912042600510596,0,5.3030796,1470.8,-6.4,33.8,13.7,0.62,4,7.156023857754025,0.0771656346182975,0,0.3199546535952735
643.1573,-10.476310945693404,-1.3218160227959432,4,22.550077,2042.5,-3.6,29.7,13.05,0.72,5,4.094322103400768,0.1651060808500329,6,0.7523141926892641
711.88837,-7.601678662207984,-4.024584714680546,2,1.7127155,1046.3,-3.9,31.4,13.75,0.58,3,6.586034288630515,0.0691584615767919,3,0.5041165090213557
369.78412,-11.219750329353428,-8.72289762407328,0,24.896206,1849.9,-6.0,31.7,12.85,0.71,4,5.836137795624648,0.1661653445560425,5,0.5796363453038994
585.7511,-7.223200430526518,-2.078591256523632,4,4.52347,1085.7,-5.0,32.9,13.95,0.59,0,6.36713933797083,0.577410714107456,7,0.5690017402570183
463.17465,-12.621020925221712,-8.880559131099881,0,1.3305372,1903.4,-5.3,31.0,12.85,0.64,4,6.828448450031308,0.006509506124162,7,0.5113975557536466
798.289,-1.12249179128003,-1.722726712092159,3,3.3962333,1351.4,-2.8,29.9,13.55,0.6,5,4.691339076305328,0.0323553670978272,6,0.6891922993609738
598.0178,-1.9875848922662376,-4.664239971759902,3,19.143837,441.6,-5.5,31.3,12.9,0.58,0,5.340806297616625,0.0824920872349473,7,0.6176580463023762
628.43207,-9.87254805229678,-5.213802939109772,2,16.149405,1678.8,-4.1,30.3,13.1,0.67,4,6.565928067747882,0.072715003951281,7,0.5627642263433543
491.91196,-1.0909519386399076,-3.8669232076539446,3,19.73039,491.8,-6.4,31.8,12.7,0.59,0,6.406293574069096,0.0221480190464203,3,0.6613518726114327
769.1642,-8.218958635307517,-0.3578285226904347,4,19.388521,1737.8,-2.7,31.1,14.2,0.68,5,4.93329448564189,0.1788288653053854,6,0.797563716233848
339.7252,-6.335578863368793,-1.6686713382544671,2,21.680336,733.9,-7.5,32.6,12.55,0.61,0,5.9208265269104885,0.8282040292627627,7,0.4747947254905567
796.3508,-7.867514563031871,-1.1416314433369694,4,4.876115,1598.2,-2.6,29.7,13.55,0.63,5,5.274719324056872,0.3497224731839154,2,0.4236030323244198
795.21094,-4.231420122949215,-5.740842834027268,3,10.080604,528.9,-3.6,28.9,12.65,0.56,3,6.1418825235878645,0.2583351016791845,7,0.5751745121637665
597.09717,-9.282302238603066,-7.77692858191367,0,8.757406,1570.2,-4.4,31.1,13.35,0.64,4,7.193913019159325,0.0998354628542573,0,0.3831947773406625
459.17047,-11.02600552027839,-8.695869937154434,0,3.5356965,1895.7,-5.4,32.6,13.6,0.65,4,5.646501377445966,0.1355830104305843,2,0.5114148610673919
689.879,-8.047742292403997,-7.011144119213031,0,12.036003,1192.9,-3.8,28.3,12.25,0.62,3,6.181975145252621,0.118607891978307,7,0.5198963266771994
680.05005,-9.841008199656658,-0.7181976816083819,4,1.9294587,1998.1,-3.3,32.3,14.499999999999998,0.65,5,5.391902022326827,0.2344166700920565,6,0.8106401252463491
770.18756,-5.641702105286106,-4.659735357273428,3,7.614794,618.7,-3.7,26.5,11.4,0.56,3,6.116174023224898,0.2565610161163758,4,0.5786978646992326
768.82184,-3.843930504799143,-0.9794653218238932,3,5.0275955,1254.4,-3.2,31.1,13.95,0.6,5,4.399981414489676,0.6657333483762629,6,0.4792422865834936
746.7498,-3.6411743092555007,-0.5650407890682543,3,2.553003,1309.6,-3.3,31.5,14.1,0.6,5,5.565455583876929,0.5488872753381093,6,0.54917194068142
530.631,-1.253156895074822,-3.916473967005162,3,15.18068,518.1,-6.0,29.7,11.85,0.58,0,4.950463812031427,0.0298743220036117,7,0.5971410295154017
790.7851,-7.588161582505075,-0.5425177166358826,4,33.711464,1598.5,-2.7,29.7,13.5,0.72,5,4.188630970895279,0.4203165496303734,6,0.6118986174864588
668.8469,-5.844458300829748,-2.488511174792797,2,14.157809,863.8,-4.4,29.3,12.45,0.6,3,5.296059627143326,0.5114166489773094,4,0.5255711147133874
623.66113,-14.887384622076205,-6.173285824728805,2,4.1246443,1380.9,-4.4,32.2,13.900000000000002,0.61,1,4.377066252938846,1.0066585916900136e-09,1,0.3603233658191375
737.1681,-7.831469017157445,-3.263304866466383,2,18.709253,1229.4,-3.5,28.6,12.55,0.64,5,4.122904573463952,0.0835924851042073,1,0.4107484071778318
525.3842,0.2607560316510433,-3.5651140370601637,3,36.889824,582.3,-6.0,31.5,12.75,0.65,0,6.475410102632468,0.0006847646249196,3,0.6859747491724808
602.4487,-5.758850129377988,-8.231894645047577,1,14.06344,665.4,-5.2,29.4,12.1,0.59,0,5.574501173984842,0.2016477773953336,4,0.6773077300432169
773.7714,-4.136800565028848,-1.5110098312278657,3,17.475237,1144.2,-3.2,29.8,13.3,0.63,3,5.642853513282059,0.7006261197779868,1,0.5256172161272652
796.44446,-7.43947370577307,-6.231845813052972,2,23.486315,1030.1,-3.1,29.4,13.15,0.64,3,4.900343745737959,0.3443972227655159,6,0.4933609064457956
874.5884,-7.178143498183486,-7.754405509481297,0,20.04028,1182.4,-2.3,29.8,13.75,0.64,3,4.86540671959675,0.1062606322413664,6,0.516875681171719
489.95352,-1.5325098756016189,-5.204793710136823,3,23.698463,275.9,-6.6,31.5,12.45,0.59,0,6.238623041773093,0.0986222584310227,7,0.6795032010735925
362.7507,-11.476574843708708,-7.988645462777963,0,3.3069782,1808.2,-6.4,33.2,13.400000000000002,0.64,4,5.622110035177073,0.2596196785793124,5,0.5585432428662804
393.69748,-12.621020925221712,-8.299463862344691,0,4.2143826,1814.0,-6.1,33.6,13.75,0.64,4,6.258796208573617,0.0158531296023558,2,0.5498208188096028
317.19836,-9.859030972593873,-3.506554048735997,2,10.596356,1412.3,-7.1,33.1,13.0,0.63,4,6.375242234018064,0.0198514130117619,7,0.538011541025989
577.583,-6.515806592740921,-0.4479208124199216,4,8.397207,1193.6,-5.0,32.6,13.8,0.61,0,5.850045971489508,0.889490534204281,1,0.5431694770923876
676.0542,-8.701067811377957,-5.204793710136823,2,24.231682,1323.2,-4.0,31.0,13.5,0.67,5,5.018165309097761,0.2374344383537173,1,0.4238685283225666
483.94836,-0.1447563594362417,-3.2272679505745883,3,3.5856297,645.4,-6.3,31.5,12.6,0.55,0,5.597030251676057,0.0027685304268564,3,0.6255691431991222
614.2358,-7.565633116333559,-2.1957112331719646,4,4.8814907,1179.2,-4.7,32.0,13.65,0.6,0,6.042677795240905,0.4203707897537773,7,0.5834142067165999
634.5237,-9.349887637117613,-2.3804004271174124,2,3.5601125,1691.8,-4.0,30.0,13.0,0.63,4,7.459908122031455,0.0650332291689632,7,0.4716676283478614
338.43475,-12.229025613837337,-8.641814563316741,0,7.981026,1801.4,-6.6,32.7,13.05,0.65,4,6.863298481163838,0.0631944836595606,7,0.489214240929912
608.1277,-7.403428159898644,-5.245335240515091,2,5.83556,804.2,-5.0,29.4,12.2,0.57,0,4.9980364832225606,0.2198302818394708,7,0.5680084599189967
668.4095,-8.097304917981333,-7.993150077264437,0,11.379527,1283.2,-4.0,30.6,13.3,0.62,5,4.506549463664547,0.0685618235119231,6,0.7268486346158817
649.1858,-6.182385293402486,-7.182319469699057,1,11.758632,635.3,-4.8,29.2,12.2,0.58,3,6.762798996431925,0.4609472449755649,4,0.4475449592953007
374.45523,-11.06655675938712,-8.92110066147815,0,23.314842,1823.0,-6.2,33.5,13.65,0.7,4,6.851592611843974,0.0887927682025603,7,0.4917738866831449
743.4772,-8.137856157090061,-3.812867833816252,2,13.972545,1271.6,-3.4000000000000004,30.5,13.55,0.63,5,4.03493860949191,0.036271090969103,1,0.4168901600763325
533.50653,-10.201463658400913,-5.479575193811757,2,36.957676,1677.8,-4.9,30.7,12.9,0.73,4,6.72504846796956,0.1704520909608292,0,0.4363102552207728
429.6794,-0.5908199896322568,-3.911969352518688,3,10.363134,421.0,-7.0,32.1,12.55,0.56,0,5.011920916681256,0.0064731092354242,7,0.5717069880747633
638.26935,-6.853733585313659,-0.2316993170691532,4,9.697887,1343.6,-4.2,30.1,12.95,0.62,5,5.201093315104745,0.7710904461217887,1,0.4044720008398464
442.31607,-10.679067141237049,-7.493137869265786,2,7.906821,1761.6,-5.7,33.2,13.750000000000002,0.65,4,5.526675370887089,0.0308243812400365,0,0.4841662733868109
641.44617,-5.727310276737866,-7.934590088940271,1,5.3720555,654.3,-4.9,29.5,12.3,0.56,3,6.653153292878296,0.3171369509737457,7,0.5541621866161239
677.46655,-7.601678662207984,-5.236326011542143,2,12.327495,939.7,-4.3,30.8,13.25,0.6,3,4.595285849444123,0.2181736766501895,1,0.467249590464163
363.7375,-11.305358500805188,-7.272411759428544,2,9.799233,1747.9,-6.6,31.6,12.5,0.65,4,6.477326093717219,0.0327527591885696,2,0.5422181387317355
239.25795,-12.877845439576992,-6.524645754673803,2,7.6238174,1602.1,-7.6,32.6,12.5,0.64,4,7.412492343620631,5.28706929057478e-06,0,0.3000206404014401
767.3484,-6.448221194226374,-7.646294761805914,1,10.849078,880.2,-3.5,29.3,12.9,0.59,3,5.228197001702818,0.3790900423834134,7,0.4071080114580541
666.95984,-2.7400356623948667,-4.2993661983554805,3,12.911469,539.4,-4.8,29.5,12.35,0.57,3,5.537023039374682,0.141692578443179,3,0.4600790820942607
837.23285,-1.8704368681743555,-3.362406385168818,3,31.039873,932.5,-2.8,31.6,14.4,0.66,3,6.304953013994183,0.1332691097752228,7,0.580977962144719
620.09814,-6.304039010728673,-2.875908020629589,2,9.491573,811.7,-4.9,29.0,12.05,0.58,0,6.020753296698509,0.4922232188139918,4,0.5746973632763839
500.32855,-7.259245976400943,-1.4434406139307503,4,3.0449567,1105.6,-5.7,32.2,13.250000000000002,0.59,0,6.274752330897496,0.647893090378304,2,0.3573019804532415
708.3541,-7.890043029203387,-0.7181976816083819,4,12.764147,1561.6,-3.4000000000000004,32.5,14.55,0.65,5,5.245936600441801,0.3026401833960708,1,0.4457017127353525
570.6675,-5.916549392578599,-3.7948493758703545,2,25.662413,543.1,-5.6,35.1,14.75,0.61,0,5.94062023771177,0.2174638728888867,4,0.6447503791849217
917.1353,-3.6411743092555007,-2.808338803332475,3,16.941868,1041.7,-2.0,29.8,13.9,0.62,3,6.404212158067551,0.3654976235489446,2,0.3091480359005901
551.5326,-13.918660576701024,-6.470590380836112,2,5.2290335,1668.5,-4.8,29.2,12.2,0.63,4,7.211823469589177,3.480937114600478e-08,7,0.4976562538061559
703.3599,-7.660252674253925,-5.794898207864961,2,7.259696,987.6,-4.0,26.9,11.45,0.59,3,5.587042664900639,0.3641015567500105,4,0.5467843836358847
396.17255,-9.859030972593873,-3.925483195978111,2,7.230681,1470.4,-6.4,35.8,14.7,0.63,4,6.124638434052222,0.0363311695683099,2,0.4988542825809905
1022.13354,-4.4612104778986765,-4.150713920301827,3,12.563234,882.1,-1.1999999999999993,28.2,13.5,0.6,2,4.97981324395553,0.217313092220481,4,0.5602350757636745
812.96906,-8.214452942073216,-0.0695331955560771,4,11.302348,1807.2,-2.3,28.4,13.05,0.66,5,4.869691401339796,0.1714081381801451,6,0.8047647492312973
799.35675,-4.407142159087039,-5.029113745164324,3,6.5312996,558.5,-3.5,28.8,12.65,0.55,3,6.653928805722008,0.26057796478315,3,0.547397723912568
794.1614,-8.926352473093115,0.0250637086598839,4,1.9820317,1957.9,-2.3,30.0,13.85,0.65,5,4.366725490949054,0.1393712724335804,6,0.7568745790500779
639.4631,-9.120097282168151,-1.465963686363122,4,5.4345727,1723.9,-3.9,29.5,12.8,0.64,5,5.791280601203616,0.0547686970878038,0,0.5940035026551357
842.554,-8.358635125570917,0.1016421549299477,4,3.698488,1878.4,-2.0,31.0,14.5,0.65,5,5.674391542300134,0.1392398469036953,2,0.5708421011786439
611.71234,-8.669527958737834,-4.137200076842404,2,14.459661,1288.5,-4.6,30.8,13.1,0.63,4,5.966382662473118,0.0187719036842406,2,0.4289154927264508
795.9156,-3.420395340774645,-0.668646922257164,3,11.987268,1358.7,-2.8,29.7,13.45,0.63,5,5.231154425553558,0.4724227945168668,1,0.4404399884732092
842.5878,-7.655746981019622,-0.3533239082039603,4,18.014141,1686.4,-2.1,30.1,14.0,0.68,5,4.414850683561283,0.3792769791166683,6,0.666438898116895
